Song,Album,Lyric,Previous Lyric,Next Lyric
I’d Lie,Unreleased Songs,"He loves to argue, born on the seventeenth",And I could tell you his favorite color's green,"His sister's beautiful, he has his father's eyes"
I’d Lie,Unreleased Songs,"His sister's beautiful, he has his father's eyes","He loves to argue, born on the seventeenth",And if you asked me if I love him
I’d Lie,Unreleased Songs,And if you asked me if I love him,"His sister's beautiful, he has his father's eyes",I'd lie
I’d Lie,Unreleased Songs,I'd lie,And if you asked me if I love him,
I’d Lie,Unreleased Songs,He looks around the room,I'd lie,Innocently overlooks the truth
I’d Lie,Unreleased Songs,Innocently overlooks the truth,He looks around the room,Shouldn't a light go on?
I’d Lie,Unreleased Songs,Shouldn't a light go on?,Innocently overlooks the truth,Doesn't he know that I've had him memorized for so long?
I’d Lie,Unreleased Songs,Doesn't he know that I've had him memorized for so long?,Shouldn't a light go on?,He sees everything black and white
I’d Lie,Unreleased Songs,He sees everything black and white,Doesn't he know that I've had him memorized for so long?,Never let nobody see him cry
I’d Lie,Unreleased Songs,Never let nobody see him cry,He sees everything black and white,I don't let nobody see me wishing he was mine
I’d Lie,Unreleased Songs,I don't let nobody see me wishing he was mine,Never let nobody see him cry,
I’d Lie,Unreleased Songs,I could tell you his favorite color's green,I don't let nobody see me wishing he was mine,"He loves to argue, born on the seventeenth"
I’d Lie,Unreleased Songs,"He loves to argue, born on the seventeenth",I could tell you his favorite color's green,"His sister's beautiful, he has his father's eyes"
I’d Lie,Unreleased Songs,"He stands there, then walks away",I'd lie,"My god, if I could only say"
I’d Lie,Unreleased Songs,"My god, if I could only say","He stands there, then walks away",I'm holding every breath for you
I’d Lie,Unreleased Songs,I'm holding every breath for you,"My god, if I could only say",
I’d Lie,Unreleased Songs,He'd never tell you but he can play guitar,I'm holding every breath for you,I think he can see through everything
I’d Lie,Unreleased Songs,I think he can see through everything,He'd never tell you but he can play guitar,But my heart
I’d Lie,Unreleased Songs,But my heart,I think he can see through everything,First thought when I wake up is
I’d Lie,Unreleased Songs,First thought when I wake up is,But my heart,"My God, he's beautiful"
I’d Lie,Unreleased Songs,"My God, he's beautiful",First thought when I wake up is,So I put on my makeup
I’d Lie,Unreleased Songs,So I put on my makeup,"My God, he's beautiful",And pray for a miracle
I’d Lie,Unreleased Songs,And pray for a miracle,So I put on my makeup,
I’d Lie,Unreleased Songs,"Yes, I could tell you his favorite color's green",And pray for a miracle,"He loves to argue, oh, and it kills me"
I’d Lie,Unreleased Songs,"He loves to argue, oh, and it kills me","Yes, I could tell you his favorite color's green","His sister's beautiful, he has his father's eyes"
I’d Lie,Unreleased Songs,"His sister's beautiful, he has his father's eyes","He loves to argue, oh, and it kills me",And if you asked me if I love him
I’d Lie,Unreleased Songs,And if you asked me if I love him,"His sister's beautiful, he has his father's eyes",If you asked me if I love him
I’d Lie,Unreleased Songs,If you asked me if I love him,And if you asked me if I love him,I'd lie
I’d Lie,Unreleased Songs,I'd lie,If you asked me if I love him,
I Know What I Want,Unreleased Songs,I like my music loud,,I like my windows down
I Know What I Want,Unreleased Songs,I like my windows down,I like my music loud,So I can scream
I Know What I Want,Unreleased Songs,So I can scream,I like my windows down,I like my trucks a little
I Know What I Want,Unreleased Songs,I like my trucks a little,So I can scream,Bigger than the rest
I Know What I Want,Unreleased Songs,Bigger than the rest,I like my trucks a little,So I can see
I Know What I Want,Unreleased Songs,So I can see,Bigger than the rest,Don't try me
I Know What I Want,Unreleased Songs,Don't try me,So I can see,Don't fight me
I Know What I Want,Unreleased Songs,Don't fight me,Don't try me,You be you and I'll be me
I Know What I Want,Unreleased Songs,You be you and I'll be me,Don't fight me,
I Know What I Want,Unreleased Songs,They say I've always known,You be you and I'll be me,What I wanted
I Know What I Want,Unreleased Songs,What I wanted,They say I've always known,My friends and enemies
I Know What I Want,Unreleased Songs,My friends and enemies,What I wanted,Will tell you it's true
I Know What I Want,Unreleased Songs,Will tell you it's true,My friends and enemies,You will find out
I Know What I Want,Unreleased Songs,You will find out,Will tell you it's true,I always get it
I Know What I Want,Unreleased Songs,I always get it,You will find out,I know what I want
I Know What I Want,Unreleased Songs,I know what I want,I always get it,And it ain't you
I Know What I Want,Unreleased Songs,And it ain't you,I know what I want,
I Know What I Want,Unreleased Songs,Your mom and daddy's walls,And it ain't you,Are covered up in pictures of you
I Know What I Want,Unreleased Songs,Are covered up in pictures of you,Your mom and daddy's walls,You never met a mirror
I Know What I Want,Unreleased Songs,You never met a mirror,Are covered up in pictures of you,That you didn't look again into
I Know What I Want,Unreleased Songs,That you didn't look again into,You never met a mirror,"So sorry, don't worry"
I Know What I Want,Unreleased Songs,"So sorry, don't worry",That you didn't look again into,I'm sure there are so many girls
I Know What I Want,Unreleased Songs,I'm sure there are so many girls,"So sorry, don't worry",Who love you like you do
I Know What I Want,Unreleased Songs,Who love you like you do,I'm sure there are so many girls,
I Know What I Want,Unreleased Songs,They say I've always known,Who love you like you do,What I wanted
I Know What I Want,Unreleased Songs,"Oh baby, don't persuade me",And it ain't you,I know that you ain't used to no
I Know What I Want,Unreleased Songs,I know that you ain't used to no,"Oh baby, don't persuade me",So let me say it real slow
I Know What I Want,Unreleased Songs,So let me say it real slow,I know that you ain't used to no,
I Know What I Want,Unreleased Songs,They say I've always known,So let me say it real slow,What I wanted
I Know What I Want,Unreleased Songs,They say I've always known,And it ain't you,What I wanted
I Know What I Want,Unreleased Songs,And it ain't you,I know what I want,
I Need You Now,Unreleased Songs,I need you now,,Read letters that I wrote on the wall
I Need You Now,Unreleased Songs,Read letters that I wrote on the wall,I need you now,And the message that I left when I called
I Need You Now,Unreleased Songs,And the message that I left when I called,Read letters that I wrote on the wall,I need you now
I Need You Now,Unreleased Songs,I need you now,And the message that I left when I called,Words I said drowned out by the rain
I Need You Now,Unreleased Songs,Words I said drowned out by the rain,I need you now,Waiting there for you but you never came
I Need You Now,Unreleased Songs,Waiting there for you but you never came,Words I said drowned out by the rain,My world's a little colder now
I Need You Now,Unreleased Songs,My world's a little colder now,Waiting there for you but you never came,But I'm keeping warm somehow
I Need You Now,Unreleased Songs,But I'm keeping warm somehow,My world's a little colder now,
I Need You Now,Unreleased Songs,So here you are at my window,But I'm keeping warm somehow,Guess nobody told you
I Need You Now,Unreleased Songs,Guess nobody told you,So here you are at my window,I don't need don't need you
I Need You Now,Unreleased Songs,I don't need don't need you,Guess nobody told you,And I waited so frustrated
I Need You Now,Unreleased Songs,And I waited so frustrated,I don't need don't need you,Who's gonna hold you
I Need You Now,Unreleased Songs,Who's gonna hold you,And I waited so frustrated,I don't need you don't need you now
I Need You Now,Unreleased Songs,I don't need you don't need you now,Who's gonna hold you,
I Need You Now,Unreleased Songs,I need you now,I don't need you don't need you now,Words I heard you whisper to me
I Need You Now,Unreleased Songs,Words I heard you whisper to me,I need you now,We were walking down a one-way street
I Need You Now,Unreleased Songs,We were walking down a one-way street,Words I heard you whisper to me,You need me now
I Need You Now,Unreleased Songs,You need me now,We were walking down a one-way street,That's what you've been telling my friends
I Need You Now,Unreleased Songs,That's what you've been telling my friends,You need me now,That I've come too far to go back there again
I Need You Now,Unreleased Songs,That I've come too far to go back there again,That's what you've been telling my friends,My heart my mind and number have changed
I Need You Now,Unreleased Songs,My heart my mind and number have changed,That I've come too far to go back there again,You might as well forget my name
I Need You Now,Unreleased Songs,You might as well forget my name,My heart my mind and number have changed,
I Need You Now,Unreleased Songs,So here you are at my window,You might as well forget my name,Guess nobody told you
I Need You Now,Unreleased Songs,Guess nobody told you,So here you are at my window,I don't need you don't need you
I Need You Now,Unreleased Songs,I don't need you don't need you,Guess nobody told you,And I waited so frustrated
I Need You Now,Unreleased Songs,And I waited so frustrated,I don't need you don't need you,Who's gonna hold you
I Need You Now,Unreleased Songs,I need you now,I don't need you don't need you now,Red letters that I wrote on the wall
I Need You Now,Unreleased Songs,Red letters that I wrote on the wall,I need you now,And the message that I left when I called
I Need You Now,Unreleased Songs,And the message that I left when I called,Red letters that I wrote on the wall,
I Need You Now,Unreleased Songs,And I don't know where you are,And the message that I left when I called,I don't wonder where you are
